S,N,C,D,E,T,error,prob,type
0.977645305514158,0.8976531942633637,0.9782608695652174,0.9351900052056221,0.8624833110814418,0.8936170212765958,no error,,original
0.005830903790087463,0.0038986354775828462,0.9288446824789595,0.6630056745377998,0.8107476635514019,0.028985507246376812,no error,,contiguous
0.9776453055141581,0.8976531942633634,0.9782608695652174,0.9351900052056223,0.8624833110814418,0.8936170212765958,replace_name_with_scene_kw,0.01,original
0.0058309037900874635,0.0038986354775828467,0.9288446824789596,0.6630056745377998,0.8107476635514018,0.028985507246376812,replace_name_with_scene_kw,0.01,contiguous
0.9776453055141581,0.8977996255828152,0.9783718527762924,0.9352731141302367,0.862368313306631,0.8942553191489362,replace_name_with_scene_kw,0.05,original
0.0058309037900874635,0.0038986354775828467,0.9289539143805454,0.6630299504561824,0.8107476635514018,0.028985507246376812,replace_name_with_scene_kw,0.05,contiguous
0.9776453055141581,0.8980484117250166,0.9785384255639394,0.935453184079525,0.862368313306631,0.8955319148936172,replace_name_with_scene_kw,0.1,original
0.0058309037900874635,0.0038986354775828467,0.9291177552710437,0.6630663648892947,0.8107476635514018,0.028985507246376812,replace_name_with_scene_kw,0.1,contiguous
0.9776453055141581,0.8982683215120982,0.9786493334258924,0.9356884570611811,0.8622533155318202,0.9000367365681923,replace_name_with_scene_kw,0.15,original
0.0058309037900874635,0.0038986354775828467,0.9292815265853086,0.6631027848790121,0.8107476635514018,0.028985507246376812,replace_name_with_scene_kw,0.15,contiguous
0.9776453055141581,0.8984879349726377,0.9787326348539359,0.9358408192091426,0.862368313306631,0.8987325883973674,replace_name_with_scene_kw,0.2,original
0.0058309037900874635,0.0038986354775828467,0.929199592205665,0.6630845787732275,0.8107476635514018,0.028985507246376812,replace_name_with_scene_kw,0.2,contiguous
0.9776453055141581,0.8988401421531625,0.9789543753269159,0.9361312451009864,0.862368313306631,0.9019701981245716,replace_name_with_scene_kw,0.3,original
0.0058309037900874635,0.0038986354775828467,0.9295816742575193,0.6631695628243022,0.8107476635514018,0.028985507246376812,replace_name_with_scene_kw,0.3,contiguous
0.9776453055141581,0.8993537714881116,0.9794255532311478,0.9364217357557655,0.8617933244325767,0.9071410697528934,replace_name_with_scene_kw,0.4,original
0.0058309037900874635,0.0038986354775828467,0.9299362223813261,0.6632484959596324,0.8107476635514018,0.028985507246376812,replace_name_with_scene_kw,0.4,contiguous
0.9776453055141581,0.8997503241477546,0.9797301588013365,0.9366981694339487,0.8617933244325767,0.9098156633002004,replace_name_with_scene_kw,0.5,original
0.0058309037900874635,0.0038986354775828467,0.9301267910995831,0.6632910257933831,0.8107476635514018,0.028985507246376812,replace_name_with_scene_kw,0.5,contiguous
